Geo_Name,Geo_QName,Geo_SUMLEV,Geo_FIPS,Geo_State,Geo_tractcd,Geo_NHGISST,Geo_NHGISCTY,Geo_GISJOIN,Geo_GISJoin2,Geo_DECADE,Geo_state60,Geo_county60,Geo_Supp_trc_pcs_count,Geo_SuppFP_1,Geo_SuppFP_2,Geo_SuppFP_3,Geo_SuppFP_4,Geo_SuppFP_5,Geo_Supp1,Geo_Supp2,Geo_Supp3,Geo_Supp4,Geo_Supp5,SE_T001_001,SE_T013_001,SE_T013_002,SE_T013_003,SE_T013_004,SE_T031_001,SE_T031_002,SE_T031_003,SE_T031_004,SE_T031_005,SE_T031_006,SE_T031_007,SE_T031_008,SE_T031_009,SE_T032_001,SE_T032_002,SE_T032_003,SE_T032_004,SE_T032_005,SE_T032_006,SE_T032_007,SE_T032_008,SE_T032_009,SE_T033_001,SE_T033_002,SE_T033_003,SE_T033_004,SE_T033_005,SE_T033_006,SE_T033_007,SE_T033_008,SE_T033_009,SE_T089_001,SE_T089_002,SE_T089_003,SE_T089_004,SE_T089_005,SE_T089_006,SE_T089_007,SE_T089_008,SE_T089_009,SE_T089_010,SE_T089_011,SE_T089_012,SE_T089_013,SE_T089_014,SE_T105_001,SE_T111_001,SE_T111_002,SE_T111_003,SE_T116_001,SE_T116_002,SE_T116_003,SE_T116_004,SE_T116_005,SE_T116_006,SE_T116_007,SE_T116_008,SE_T116_009,SE_T116_010,SE_T116_011
"Census Tract 0036C000","Census Tract 0036C000, Philadelphia County, Pennsylvania","140","4210100036C000","42","000003600C","420","1010","G42010100036C","42010100036C","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,5046,5046,529,4495,22,1528,1396,520,826,704,606,821,3617,2370,803,737,263,427,355,306,449,1852,1224,725,659,257,399,349,300,372,1765,1146,1545,267,189,162,247,279,125,92,56,26,47,44,11,0,1373,1332,780,552,1360,1332,780,129,651,552,34,518,28,17,11
"Census Tract 0036D000","Census Tract 0036D000, Philadelphia County, Pennsylvania","140","4210100036D000","42","000003600D","420","1010","G42010100036D","42010100036D","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,14971,14971,12177,2755,39,3338,3189,1290,2113,1699,1530,827,7288,5263,2908,2779,1083,1860,1476,1325,625,5950,4494,430,410,207,253,223,205,202,1338,769,4182,495,430,448,454,469,506,354,270,222,130,326,74,4,4164,4026,2389,1637,4095,4026,2389,2168,221,1637,1165,472,69,54,15
"Census Tract 0036E000","Census Tract 0036E000, Philadelphia County, Pennsylvania","140","4210100036E000","42","000003600E","420","1010","G42010100036E","42010100036E","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,1000,1000,446,553,1,322,286,88,193,157,135,95,555,498,208,184,55,122,101,82,57,352,318,114,102,33,71,56,53,38,203,180,279,15,30,15,46,46,37,19,25,12,8,20,6,0,287,267,171,96,275,267,171,108,63,96,29,67,8,7,1
"Census Tract 0036F000","Census Tract 0036F000, Philadelphia County, Pennsylvania","140","4210100036F000","42","000003600F","420","1010","G42010100036F","42010100036F","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,9677,9677,6322,3340,15,2567,2415,774,1416,1284,1033,763,4598,3622,1956,1836,593,1091,952,777,466,3332,2710,611,579,181,325,332,256,297,1266,912,2855,312,206,251,279,413,381,258,212,149,118,248,28,0,2737,2642,1869,773,2703,2642,1869,1362,507,773,388,385,61,37,24
"Census Tract 0037A000","Census Tract 0037A000, Philadelphia County, Pennsylvania","140","4210100037A000","42","000003700A","420","1010","G42010100037A","42010100037A","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,2833,2833,2652,115,66,555,535,173,260,276,192,766,612,498,510,490,158,232,240,168,727,561,462,45,45,15,28,36,24,39,51,36,1366,173,209,174,181,210,130,103,62,53,21,46,4,0,1157,1062,454,608,1131,1062,454,426,28,608,591,17,69,59,10
"Census Tract 0037B000","Census Tract 0037B000, Philadelphia County, Pennsylvania","140","4210100037B000","42","000003700B","420","1010","G42010100037B","42010100037B","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,5088,5088,3288,1769,31,1320,1258,384,648,682,497,727,2430,1674,998,946,252,437,435,317,628,1560,1090,322,312,132,211,247,180,99,870,584,1863,262,229,234,249,276,187,129,94,70,34,85,14,0,1783,1686,1009,677,1772,1686,1009,743,266,677,515,162,86,50,36
"Census Tract 0037C000","Census Tract 0037C000, Philadelphia County, Pennsylvania","140","4210100037C000","42","000003700C","420","1010","G42010100037C","42010100037C","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,3975,3975,197,3768,10,1325,1265,504,678,666,468,877,3018,1890,680,650,252,339,333,234,473,1509,945,645,615,252,339,333,234,404,1509,945,1328,242,165,144,238,247,152,47,28,19,9,30,7,0,1284,1173,418,755,1234,1173,418,34,384,755,63,692,61,58,3
"Census Tract 0037F000","Census Tract 0037F000, Philadelphia County, Pennsylvania","140","4210100037F000","42","000003700F","420","1010","G42010100037F","42010100037F","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,6842,6842,1167,5632,43,2046,1929,830,1186,1169,953,1285,5155,3495,1111,1046,424,617,591,481,811,2669,1807,935,883,406,569,578,472,474,2486,1688,2191,417,313,296,279,349,225,132,88,30,25,19,18,0,2047,1906,924,982,2023,1906,924,269,655,982,266,716,117,103,14
"Census Tract 0038A000","Census Tract 0038A000, Philadelphia County, Pennsylvania","140","4210100038A000","42","000003800A","420","1010","G42010100038A","42010100038A","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,4033,4033,3473,560,0,951,899,210,467,416,336,270,1432,1133,866,817,181,406,377,300,237,1173,953,85,82,29,61,39,36,33,259,180,1288,67,107,122,172,134,211,124,94,93,56,92,16,0,1279,1218,896,322,1254,1218,896,817,79,322,270,52,36,21,15
"Census Tract 0038C000","Census Tract 0038C000, Philadelphia County, Pennsylvania","140","4210100038C000","42","000003800C","420","1010","G42010100038C","42010100038C","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,1985,1985,1971,9,5,485,465,73,128,105,81,423,283,257,481,465,73,128,105,81,419,283,257,4,0,0,0,0,0,4,0,0,979,69,39,51,58,107,68,45,46,41,36,141,171,107,951,917,247,670,931,917,247,247,0,670,669,1,14,12,2
"Census Tract 0038D000","Census Tract 0038D000, Philadelphia County, Pennsylvania","140","4210100038D000","42","000003800D","420","1010","G42010100038D","42010100038D","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,10428,10428,9918,481,29,2225,2147,868,1362,1188,1050,673,4131,3487,2141,2063,795,1282,1111,977,657,3845,3240,84,84,73,80,77,73,16,286,247,3280,390,239,269,351,373,392,290,207,233,141,269,100,26,3077,2975,1763,1212,3047,2975,1763,1761,2,1212,1097,115,72,61,11
"Census Tract 0038E000","Census Tract 0038E000, Philadelphia County, Pennsylvania","140","4210100038E000","42","000003800E","420","1010","G42010100038E","42010100038E","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,5432,5432,5006,409,17,1093,1038,544,738,643,590,198,2421,1686,1036,981,492,686,591,538,198,2218,1586,57,57,52,52,52,52,0,203,100,1528,187,146,198,162,221,148,147,68,65,66,104,12,4,1523,1468,578,890,1519,1468,578,574,4,890,783,107,51,48,3
"Census Tract 0038F000","Census Tract 0038F000, Philadelphia County, Pennsylvania","140","4210100038F000","42","000003800F","420","1010","G42010100038F","42010100038F","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,6510,6510,6487,20,3,1448,1389,390,801,623,528,352,2095,1858,1448,1389,390,801,623,528,352,2084,1858,0,0,0,0,0,0,0,11,0,2023,198,141,141,120,253,250,230,186,139,111,222,28,4,1944,1902,1655,247,1926,1902,1655,1653,2,247,247,0,24,12,12
"Census Tract 0038G000","Census Tract 0038G000, Philadelphia County, Pennsylvania","140","4210100038G000","42","000003800G","420","1010","G42010100038G","42010100038G","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,11361,11361,2233,9111,17,3956,3634,1328,1966,2643,1586,2185,6807,4502,2189,2022,694,1051,1388,827,1363,3596,2406,1767,1612,634,915,1255,759,822,3211,2096,4025,483,311,505,655,601,465,279,197,140,120,229,40,0,3845,3560,1571,1989,3801,3560,1571,369,1202,1989,620,1369,241,227,14
"Census Tract 0038H000","Census Tract 0038H000, Philadelphia County, Pennsylvania","140","4210100038H000","42","000003800H","420","1010","G42010100038H","42010100038H","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,15552,15552,4210,11305,37,4979,4794,1527,2454,2816,1938,4366,7803,5079,2831,2732,811,1300,1545,1023,3061,4203,2689,2148,2062,716,1154,1271,915,1305,3600,2390,6591,1191,789,780,908,955,597,436,349,177,120,246,35,8,5734,5373,2272,3101,5676,5373,2272,482,1790,3101,1425,1676,303,262,41
"Census Tract 0038I000","Census Tract 0038I000, Philadelphia County, Pennsylvania","140","4210100038I000","42","000003800I","420","1010","G42010100038I","42010100038I","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,5593,5593,3754,1836,3,1491,1416,497,852,820,646,481,2620,2052,1155,1092,374,652,588,476,346,1877,1524,336,324,123,200,232,170,135,743,528,1706,192,112,155,225,261,206,181,119,85,59,96,11,4,1686,1600,1085,515,1659,1600,1085,779,306,515,351,164,59,42,17
"Census Tract 0038J000","Census Tract 0038J000, Philadelphia County, Pennsylvania","140","4210100038J000","42","000003800J","420","1010","G42010100038J","42010100038J","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,12694,12694,11903,774,17,2857,2769,879,1602,1309,1142,748,4412,3773,2759,2671,855,1538,1254,1092,699,4062,3550,98,98,24,64,55,50,49,350,223,4014,389,268,206,444,469,652,476,286,258,159,333,70,4,3960,3796,3081,715,3927,3796,3081,2937,144,715,675,40,131,49,82
"Census Tract 0039A000","Census Tract 0039A000, Philadelphia County, Pennsylvania","140","4210100039A000","42","000003900A","420","1010","G42010100039A","42010100039A","1960","23","051",1,0,1,0,0,1,0,1,0,0,1,24,14,14,0,0,8,4,4,4,4,4,4,4,4,8,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,4,0,0,0,0,0,8,8,4,4,5,5,2,2,0,3,3,0,0,0,0
"Census Tract 0039B000","Census Tract 0039B000, Philadelphia County, Pennsylvania","140","4210100039B000","42","000003900B","420","1010","G42010100039B","42010100039B","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,15081,15081,14863,182,36,3519,3399,1017,1965,1583,1361,656,4910,4357,3476,3356,1017,1954,1561,1350,625,4868,4346,43,43,0,11,22,11,31,42,11,4583,381,354,344,437,577,771,444,356,339,147,318,95,20,4512,4379,3542,837,4459,4379,3542,3525,17,837,811,26,80,35,45
"Census Tract 0039C000","Census Tract 0039C000, Philadelphia County, Pennsylvania","140","4210100039C000","42","000003900C","420","1010","G42010100039C","42010100039C","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,18671,18671,16493,2138,40,4601,4387,1341,2706,2133,1757,875,6982,5954,4255,4057,1207,2481,1948,1618,761,5953,5182,346,330,134,225,185,139,114,1029,772,5677,616,431,457,637,836,790,604,398,295,214,338,61,0,5728,5477,3828,1649,5644,5477,3828,3655,173,1649,1321,328,167,110,57
"Census Tract 0039D000","Census Tract 0039D000, Philadelphia County, Pennsylvania","140","4210100039D000","42","000003900D","420","1010","G42010100039D","42010100039D","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,14372,14372,14336,13,23,3471,3233,1024,1983,1733,1413,575,4108,3753,3471,3233,1024,1983,1733,1413,564,4104,3753,0,0,0,0,0,0,11,4,0,4354,372,237,249,452,629,618,511,417,282,154,357,76,0,4270,4116,3253,863,4211,4116,3253,3248,5,863,856,7,95,77,18
"Census Tract 0039E000","Census Tract 0039E000, Philadelphia County, Pennsylvania","140","4210100039E000","42","000003900E","420","1010","G42010100039E","42010100039E","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,4293,4293,4287,0,6,1093,1050,301,612,512,442,123,1298,1193,1089,1046,301,612,512,442,115,1298,1193,4,4,0,0,0,0,8,0,0,1327,67,86,71,102,178,186,172,160,88,66,125,26,0,1323,1297,1172,125,1309,1297,1172,1168,4,125,125,0,12,6,6
"Census Tract 0039F000","Census Tract 0039F000, Philadelphia County, Pennsylvania","140","4210100039F000","42","000003900F","420","1010","G42010100039F","42010100039F","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,1584,1584,1277,302,5,417,403,107,271,210,172,59,715,634,360,349,93,225,176,146,45,566,523,57,54,14,46,34,26,14,149,111,463,16,31,52,42,50,79,47,35,42,11,55,3,0,443,436,365,71,440,436,365,326,39,71,42,29,4,1,3
"Census Tract 0039G000","Census Tract 0039G000, Philadelphia County, Pennsylvania","140","4210100039G000","42","000003900G","420","1010","G42010100039G","42010100039G","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,721,721,721,0,0,162,146,62,116,97,86,34,237,219,162,146,62,116,97,86,34,237,219,0,0,0,0,0,0,0,0,0,216,33,4,0,30,19,29,34,13,13,16,21,4,0,199,196,171,25,197,196,174,174,0,22,22,0,1,1,0
"Census Tract 0039H000","Census Tract 0039H000, Philadelphia County, Pennsylvania","140","4210100039H000","42","000003900H","420","1010","G42010100039H","42010100039H","1960","23","051",1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Census Tract 0039K000","Census Tract 0039K000, Philadelphia County, Pennsylvania","140","4210100039K000","42","000003900K","420","1010","G42010100039K","42010100039K","1960","23","051",1,0,0,1,0,1,0,0,1,0,1,1128,1132,1075,52,5,81,81,26,46,42,26,886,166,130,81,81,26,46,42,26,820,166,130,0,0,0,0,0,0,66,0,0,901,212,301,127,120,49,16,4,8,13,12,30,9,0,81,81,0,81,84,81,0,0,0,81,81,0,3,3,0
"Census Tract 0040A000","Census Tract 0040A000, Philadelphia County, Pennsylvania","140","4210100040A000","42","000004000A","420","1010","G42010100040A","42010100040A","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,8056,8066,7886,176,4,1865,1806,483,934,799,612,540,2525,2203,1820,1761,467,910,763,592,531,2465,2143,45,45,16,24,36,20,9,60,60,2624,203,145,161,226,312,354,298,245,206,139,258,61,16,2587,2500,1688,812,2560,2503,1690,1640,50,813,811,2,57,44,13
"Census Tract 0040B000","Census Tract 0040B000, Philadelphia County, Pennsylvania","140","4210100040B000","42","000004000B","420","1010","G42010100040B","42010100040B","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,5556,5556,5544,8,4,1113,1075,293,609,510,405,361,1704,1420,1113,1075,293,609,510,405,361,1704,1420,0,0,0,0,0,0,0,0,0,1703,169,108,124,148,261,197,172,153,102,58,175,32,4,1627,1587,1203,384,1612,1587,1203,1202,1,384,383,1,25,19,6
"Census Tract 0040C000","Census Tract 0040C000, Philadelphia County, Pennsylvania","140","4210100040C000","42","000004000C","420","1010","G42010100040C","42010100040C","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,9501,9501,9487,1,13,2221,2138,628,1265,1112,930,357,3119,2838,2221,2138,628,1265,1112,930,357,3119,2838,0,0,0,0,0,0,0,0,0,2816,198,110,129,235,357,430,366,283,222,152,260,66,8,2754,2683,2306,377,2726,2683,2306,2301,5,377,377,0,43,12,31
"Census Tract 0040D000","Census Tract 0040D000, Philadelphia County, Pennsylvania","140","4210100040D000","42","000004000D","420","1010","G42010100040D","42010100040D","1960","23","051",1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Census Tract 0040E000","Census Tract 0040E000, Philadelphia County, Pennsylvania","140","4210100040E000","42","000004000E","420","1010","G42010100040E","42010100040E","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,2260,2260,2259,1,0,561,549,166,335,256,210,66,749,727,561,549,166,335,256,210,66,749,727,0,0,0,0,0,0,0,0,0,680,12,36,22,47,80,61,112,95,59,42,98,16,0,712,671,579,92,704,671,579,579,0,92,92,0,33,5,28
"Census Tract 0040F000","Census Tract 0040F000, Philadelphia County, Pennsylvania","140","4210100040F000","42","000004000F","420","1010","G42010100040F","42010100040F","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,5367,5367,5360,2,5,1283,1221,413,763,571,514,177,1735,1586,1283,1221,413,763,571,514,177,1732,1583,0,0,0,0,0,0,0,3,3,1622,52,66,119,90,192,254,198,202,134,81,198,36,0,1597,1573,1415,158,1587,1573,1415,1414,1,158,158,0,14,5,9
"Census Tract 0040G000","Census Tract 0040G000, Philadelphia County, Pennsylvania","140","4210100040G000","42","000004000G","420","1010","G42010100040G","42010100040G","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,5805,5805,5000,787,18,1263,1225,388,673,540,449,490,2310,1562,1167,1129,373,637,500,429,428,1958,1455,96,96,15,36,40,20,62,352,107,1848,174,164,204,170,210,247,200,162,108,74,111,24,0,1763,1662,1120,542,1735,1662,1120,1022,98,542,458,84,73,55,18
"Census Tract 0040H000","Census Tract 0040H000, Philadelphia County, Pennsylvania","140","4210100040H000","42","000004000H","420","1010","G42010100040H","42010100040H","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,5780,5780,5195,585,0,1407,1333,440,788,668,567,234,2223,1930,1292,1226,386,710,593,501,210,1965,1720,115,107,54,78,75,66,24,258,210,1643,106,102,96,154,201,200,222,142,108,106,176,26,4,1625,1595,1337,258,1607,1595,1337,1243,94,258,214,44,12,10,2
"Census Tract 0040I000","Census Tract 0040I000, Philadelphia County, Pennsylvania","140","4210100040I000","42","000004000I","420","1010","G42010100040I","42010100040I","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,5276,5276,5216,60,0,1264,1229,335,756,579,508,134,1760,1628,1255,1220,335,753,579,508,134,1748,1619,9,9,0,3,0,0,0,12,9,1577,68,86,66,94,232,223,223,170,134,95,166,20,0,1574,1539,1334,205,1565,1539,1334,1324,10,205,200,5,26,18,8
"Census Tract 0040J000","Census Tract 0040J000, Philadelphia County, Pennsylvania","140","4210100040J000","42","000004000J","420","1010","G42010100040J","42010100040J","1960","23","051",1,0,0,1,1,1,0,0,1,1,1,22,15,15,0,0,4,4,4,4,4,4,0,14,14,4,4,4,4,4,4,0,14,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,16,4,0,4,5,4,2,2,0,2,2,0,1,1,0
"Census Tract 0040K000","Census Tract 0040K000, Philadelphia County, Pennsylvania","140","4210100040K000","42","000004000K","420","1010","G42010100040K","42010100040K","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,3509,3509,3357,148,4,850,818,297,481,459,382,111,1367,1220,828,796,279,459,442,365,109,1270,1133,22,22,18,22,17,17,2,97,87,985,60,32,37,61,137,137,153,129,82,50,87,20,0,1007,947,785,162,978,947,785,766,19,162,155,7,31,7,24
"Census Tract 0040L000","Census Tract 0040L000, Philadelphia County, Pennsylvania","140","4210100040L000","42","000004000L","420","1010","G42010100040L","42010100040L","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,2354,2354,1443,906,5,610,582,272,388,392,312,238,1337,919,477,453,220,314,306,247,147,922,680,133,129,52,74,86,65,91,415,239,695,80,63,71,129,86,75,63,18,33,21,47,9,0,739,643,298,345,657,643,298,197,101,345,230,115,14,11,3
"Census Tract 0040M000","Census Tract 0040M000, Philadelphia County, Pennsylvania","140","4210100040M000","42","000004000M","420","1010","G42010100040M","42010100040M","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,1201,1201,446,752,3,321,285,75,138,126,87,230,731,378,209,187,50,92,78,56,121,426,240,112,98,25,46,48,31,109,305,138,335,80,27,38,27,26,43,9,12,27,23,20,3,0,565,299,198,101,346,299,198,106,92,101,28,73,47,6,41
"Census Tract 0040N000","Census Tract 0040N000, Philadelphia County, Pennsylvania","140","4210100040N000","42","000004000N","420","1010","G42010100040N","42010100040N","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,846,846,310,530,6,249,207,82,135,83,77,73,536,399,167,141,48,88,48,45,45,305,228,82,66,34,47,35,32,28,231,171,240,17,41,25,35,34,33,8,29,7,0,7,4,0,321,226,156,70,227,226,156,82,74,70,12,58,1,0,1
"Census Tract 0040O000","Census Tract 0040O000, Philadelphia County, Pennsylvania","140","4210100040O000","42","000004000O","420","1010","G42010100040O","42010100040O","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,1574,1566,636,923,7,487,412,122,235,225,176,236,989,652,312,265,74,154,139,112,138,599,414,175,147,48,81,86,64,98,390,238,456,97,61,33,60,61,47,34,23,12,3,22,3,0,521,407,246,161,410,404,246,120,126,158,53,105,6,4,2
"Census Tract 0040R000","Census Tract 0040R000, Philadelphia County, Pennsylvania","140","4210100040R000","42","000004000R","420","1010","G42010100040R","42010100040R","1960","23","051",1,0,1,0,0,1,0,1,0,0,1,11,20,20,0,0,7,7,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,7,7,7,0,6,6,2,2,0,4,4,0,0,0,0
"Census Tract 0040S000","Census Tract 0040S000, Philadelphia County, Pennsylvania","140","4210100040S000","42","000004000S","420","1010","G42010100040S","42010100040S","1960","23","051",1,0,0,0,1,1,0,0,0,1,1,313,313,312,0,1,100,100,20,30,69,23,9,96,73,100,100,20,30,69,23,9,96,73,0,0,0,0,0,0,0,0,0,121,3,0,11,24,10,23,28,8,0,0,14,0,0,121,121,121,0,121,121,119,119,0,2,2,0,0,0,0
"Census Tract 0041A000","Census Tract 0041A000, Philadelphia County, Pennsylvania","140","4210100041A000","42","000004100A","420","1010","G42010100041A","42010100041A","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,2043,2043,2041,0,2,443,439,150,253,208,182,275,653,616,443,439,150,253,208,182,275,653,616,0,0,0,0,0,0,0,0,0,719,249,44,4,21,55,93,37,36,39,29,70,12,30,490,482,474,8,483,482,464,464,0,18,18,0,1,1,0
"Census Tract 0041B000","Census Tract 0041B000, Philadelphia County, Pennsylvania","140","4210100041B000","42","000004100B","420","1010","G42010100041B","42010100041B","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,744,744,739,5,0,175,165,37,94,62,54,66,197,157,175,165,37,94,62,54,66,197,157,0,0,0,0,0,0,0,0,0,227,14,30,18,11,30,19,20,3,23,8,36,11,4,237,198,155,43,217,198,157,157,0,41,41,0,19,14,5
"Census Tract 0041C000","Census Tract 0041C000, Philadelphia County, Pennsylvania","140","4210100041C000","42","000004100C","420","1010","G42010100041C","42010100041C","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,3986,3986,3938,44,4,905,893,514,635,637,553,45,1764,1622,905,893,514,635,637,553,45,1764,1622,0,0,0,0,0,0,0,0,0,1015,28,74,92,82,158,144,133,71,76,38,93,26,0,1066,999,528,471,1053,999,528,527,1,471,462,9,54,12,42
"Census Tract 0041D000","Census Tract 0041D000, Philadelphia County, Pennsylvania","140","4210100041D000","42","000004100D","420","1010","G42010100041D","42010100041D","1960","23","051",1,0,1,0,0,1,0,1,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Census Tract 0041E000","Census Tract 0041E000, Philadelphia County, Pennsylvania","140","4210100041E000","42","000004100E","420","1010","G42010100041E","42010100041E","1960","23","051",1,0,1,0,0,0,0,1,0,0,0,3059,3062,1488,1573,1,0,0,0,0,0,0,8,82,0,0,0,0,0,0,0,4,53,0,0,0,0,0,0,0,4,29,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,3,0,0,0,3,3,0,2,1,1
"Census Tract 0041G000","Census Tract 0041G000, Philadelphia County, Pennsylvania","140","4210100041G000","42","000004100G","420","1010","G42010100041G","42010100041G","1960","23","051",1,0,0,0,0,0,0,0,0,0,0,4844,4844,4448,388,8,1157,1131,467,730,697,584,253,1867,1664,1103,1081,447,689,668,560,225,1734,1564,54,50,20,41,29,24,28,133,100,1432,62,89,94,80,151,240,198,163,91,104,128,24,8,1408,1358,1067,291,1388,1358,1067,989,78,291,271,20,30,26,4
"Census Tract 0041H000","Census Tract 0041H000, Philadelphia County, Pennsylvania","140","4210100041H000","42","000004100H","420","1010","G42010100041H","42010100041H","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,9990,9990,9979,3,8,2462,2418,812,1552,1282,1100,319,3561,3355,2458,2414,812,1548,1278,1096,319,3561,3355,4,4,0,4,4,4,0,0,0,2988,220,60,86,165,367,548,487,313,228,219,255,40,0,2890,2852,2519,333,2867,2852,2519,2517,2,333,332,1,15,8,7
"Census Tract 0041I000","Census Tract 0041I000, Philadelphia County, Pennsylvania","140","4210100041I000","42","000004100I","420","1010","G42010100041I","42010100041I","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,8792,8792,8703,79,10,2211,2106,615,1148,989,805,295,2750,2491,2198,2093,611,1144,981,801,291,2730,2487,13,13,4,4,8,4,4,20,4,2651,134,99,130,193,324,453,348,236,186,141,342,57,8,2638,2588,2131,457,2628,2588,2131,2115,16,457,449,8,40,29,11
"Census Tract 0041J000","Census Tract 0041J000, Philadelphia County, Pennsylvania","140","4210100041J000","42","000004100J","420","1010","G42010100041J","42010100041J","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,8552,8559,8551,0,8,2198,2167,710,1356,1169,989,270,2952,2817,2194,2163,706,1352,1169,989,259,2939,2804,4,4,4,4,0,0,11,13,13,2597,74,100,109,161,257,425,374,329,168,189,340,67,4,2595,2543,2236,307,2574,2543,2234,2233,1,309,309,0,31,30,1
"Census Tract 0041K000","Census Tract 0041K000, Philadelphia County, Pennsylvania","140","4210100041K000","42","000004100K","420","1010","G42010100041K","42010100041K","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,5743,5743,5743,0,0,1420,1389,418,843,730,622,210,1925,1721,1420,1389,418,843,730,622,210,1925,1721,0,0,0,0,0,0,0,0,0,1773,85,55,92,101,161,264,265,214,171,78,232,51,4,1780,1724,1461,263,1773,1724,1461,1461,0,263,263,0,49,35,14
"Census Tract 0041L000","Census Tract 0041L000, Philadelphia County, Pennsylvania","140","4210100041L000","42","000004100L","420","1010","G42010100041L","42010100041L","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,4478,4478,4473,1,4,1099,1058,303,575,533,417,250,1403,1265,1099,1058,303,575,533,417,250,1403,1265,0,0,0,0,0,0,0,0,0,1472,97,106,111,118,129,253,189,146,88,67,143,22,3,1453,1416,1106,310,1437,1416,1106,1105,1,310,310,0,21,12,9
"Census Tract 0041M000","Census Tract 0041M000, Philadelphia County, Pennsylvania","140","4210100041M000","42","000004100M","420","1010","G42010100041M","42010100041M","1960","23","051",1,0,0,0,0,1,0,0,0,0,1,4406,4406,4394,0,12,1153,1121,363,667,622,508,162,1415,1342,1149,1117,359,663,618,504,162,1403,1330,4,4,4,4,4,4,0,12,12,1426,49,49,56,84,186,266,243,90,121,107,163,12,0,1422,1386,1195,191,1416,1386,1195,1191,4,191,191,0,30,18,12
